uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link,idx
14941,AKB0048: Next Stage,"In the year since the 77th generation understudies joined AKB0048, the Deep Galactic Trade Organization [DGTO] and DES have stepped up their attacks on entertainment. In response, AKB0048 brings back the general elections and the center nova position. The understudies are now thrusted into a new competition directly against the successors. But as AKB0048 brings back policies not seen since Acchan's disappearance, a new more powerful enemy is quietly moving behind the scenes. 
 
(Source: ANN)","['Music', 'Sci-Fi']","Jan 6, 2013 to Mar 31, 2013",13.0,29405,2596,1029.0,7.74,https://cdn.myanimelist.net/images/anime/11/44450.jpg,https://myanimelist.net/anime/14941/AKB0048__Next_Stage,2922
12883,Tsuritama,"Yuki Sanada is a socially awkward young man who lives with his grandmother. Due to her job, they must move around a lot. This means Yuki has difficulty forming lasting relationships with his peers, or relationships at all, for that matter. His fear of social interaction is so great that when asked to make a greeting or parting speech in his classes, Yuki often freezes. As if drowning, he blacks out from the present, only able to focus on his certain ridicule. However, Yuki's life changes forever when he moves to Enoshima and meets an odd boy named Haru—who claims to be an alien. 
 
Haru wields a questionable water gun and fish bowl, and has a tendency to speak with the betta fish inside it. He immediately latches onto Yuki as a friend, completely disregarding any complaints Yuki might have about this. Haru is like a force of nature, unheeding of other people's resistance to his antics. Together, Haru and Yuki also snowball a fellow classmate and fisherman named Natsuki Usami into Haru’s schemes. What out-of-this-world adventures lie ahead for this unique bunch? Find out in  Tsuritama ! ","['Comedy', 'Sci-Fi', 'Slice of Life', 'Sports']","Apr 13, 2012 to Jun 29, 2012",12.0,125596,896,1026.0,7.75,https://cdn.myanimelist.net/images/anime/4/69909.jpg,https://myanimelist.net/anime/12883/Tsuritama,1751
182,Tenkuu no Escaflowne,"Hitomi Kanzaki is just an ordinary 15-year-old schoolgirl with an interest in tarot cards and fortune telling, but one night, a boy named Van Fanel suddenly appears from the sky along with a vicious dragon. Thanks to a premonition from Hitomi, Van successfully kills the dragon, but a pillar of light appears and envelopes them both. As a result, Hitomi finds herself transported to the world of Gaea, a mysterious land where the Earth hangs in the sky. 
 
In this new land, Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia, which soon falls under attack by the evil empire of Zaibach. In an attempt to fight them off, Van boards his family's ancient guymelef Escaflowne—a mechanized battle suit—but fails to defeat them, and Fanelia ends up destroyed. Now on the run, Hitomi and Van encounter a handsome Asturian knight named Allen Schezar, whom Hitomi is shocked to find looks exactly like her crush from Earth. With some new allies on their side, Van and Hitomi fight back against the forces of Zaibach as the empire strives to revive an ancient power. 
 
[Written by MAL Rewrite]","['Adventure', 'Fantasy', 'Mecha', 'Psychological', 'Romance', 'Shoujo']","Apr 2, 1996 to Sep 24, 1996",26.0,114693,984,1025.0,7.75,https://cdn.myanimelist.net/images/anime/5/30689.jpg,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne,441
19775,Sidonia no Kishi,"After destroying Earth many years ago, the alien race Gauna has been pursuing the remnants of humanity—which, having narrowly escaped, fled across the galaxy in a number of giant seed ships. In the year 3394, Nagate Tanikaze surfaces from his lifelong seclusion deep beneath the seed ship Sidonia in search of food on the upper levels, only to find himself dragged into events unfolding without his knowledge. 
 
When the Gauna begin their assault on Sidonia, it's up to Tanikaze—with the help of his fellow soldiers and friends Shizuka Hoshijiro, Izana Shinatose, and Yuhata Midorikawa—to defend humanity's last hope for survival, and defeat their alien foes.  Sidonia no Kishi  follows Tanikaze as he discovers the world that has been above him his entire life, and becomes the hero Sidonia needs. 
 
[Written by MAL Rewrite]","['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']","Apr 11, 2014 to Jun 27, 2014",12.0,176874,613,1023.0,7.75,https://cdn.myanimelist.net/images/anime/12/53257.jpg,https://myanimelist.net/anime/19775/Sidonia_no_Kishi,803
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Recap of episodes 14-25. ,"['Action', 'Super Power', 'Drama', 'Fantasy', 'Shounen']","Jun 27, 2015",1.0,56334,1747,1022.0,7.75,https://cdn.myanimelist.net/images/anime/2/72510.jpg,https://myanimelist.net/anime/23777/Shingeki_no_Kyojin_Movie_2__Jiyuu_no_Tsubasa,290
31592,Pokemon XY&Z,"The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge, the group is moving toward the next town when Eureka discovers a mysterious Pokemon resting in her pochette. Soon given the name Puni-chan, it is one that even Satoshi and Serena's new Pokemon Zukan cannot identify. However, it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare, aiming to capture the new Pokemon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency, they take a stand in opposition to Team Flare's plans, daring to fight back. 
 
With Gojika's predictions looming above them, Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z, the stories of  Pokemon XY  and  Pokemon XY: Mega Evolution  cross paths as Satoshi and his friends, along with Team Rocket, get caught up in a scheme that could put Kalos in great danger. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']","Oct 29, 2015 to Oct 27, 2016",47.0,49461,1922,1019.0,7.75,https://cdn.myanimelist.net/images/anime/1599/94412.jpg,https://myanimelist.net/anime/31592/Pokemon_XY_Z,2386
34428,Overlord Movie 2: Shikkoku no Eiyuu,Second  Overlord  recap film.,"['Action', 'Game', 'Supernatural', 'Magic', 'Fantasy']","Mar 11, 2017",1.0,37651,2274,1018.0,7.75,https://cdn.myanimelist.net/images/anime/5/87758.jpg,https://myanimelist.net/anime/34428/Overlord_Movie_2__Shikkoku_no_Eiyuu,1605
18897,Nisekoi,"Raku Ichijou, a first-year student at Bonyari High School, is the sole heir to an intimidating yakuza family. Ten years ago, Raku made a promise to his childhood friend. Now, all he has to go on is a pendant with a lock, which can only be unlocked with the key which the girl took with her when they parted. 
 
Now, years later, Raku has grown into a typical teenager, and all he wants is to remain as uninvolved in his yakuza background as possible while spending his school days alongside his middle school crush Kosaki Onodera. However, when the American Bee Hive Gang invades his family's turf, Raku's idyllic romantic dreams are sent for a toss as he is dragged into a frustrating conflict: Raku is to pretend that he is in a romantic relationship with Chitoge Kirisaki, the beautiful daughter of the Bee Hive's chief, so as to reduce the friction between the two groups. Unfortunately, reality could not be farther from this whopping lie—Raku and Chitoge fall in hate at first sight, as the girl is convinced he is a pathetic pushover, and in Raku's eyes, Chitoge is about as attractive as a savage gorilla.  
 
 Nisekoi  follows the daily antics of this mismatched couple who have been forced to get along for the sake of maintaining the city's peace. With many more girls popping up his life, all involved with Raku's past somehow, his search for the girl who holds his heart and his promise leads him in more unexpected directions than he expects. 
 
[Written by MAL Rewrite]","['Harem', 'Comedy', 'Romance', 'School', 'Shounen']","Jan 11, 2014 to May 24, 2014",20.0,651656,82,1017.0,7.75,https://cdn.myanimelist.net/images/anime/13/75587.jpg,https://myanimelist.net/anime/18897/Nisekoi,163
36038,Net-juu no Susume,"For the first time since graduating high school, 30-year-old Moriko Morioka is unemployed—and she couldn't be happier. Having quit her long-standing job of over 11 years, Moriko quickly turns to online games to pass her now-plentiful free time, reinventing herself as the handsome and dashing male hero ""Hayashi"" in the MMO Fruits de Mer. With the pesky societal obligations of the real world out of the way, she blissfully dives headfirst into the realm of the game, where she promptly meets the kind and adorable healer Lily. Befriending each other almost instantly, the two become inseparable just as Moriko herself becomes more and more engrossed in her new ""life"" as Hayashi. Eventually, Moriko adopts the reclusive lifestyle in its entirety, venturing out from the safety of her apartment only when absolutely necessary. 
 
Meanwhile, unbeknownst to Moriko, a timid 28-year-old corporate worker named Yuuta Sakurai has also logged onto Fruits de Mer from the other side of town. Coincidentally bumping into each other at the convenience store one night, both write off their meeting as no more than just another awkward encounter with a stranger—however, fate has more in store for them than they think. 
 
[Written by MAL Rewrite]","['Game', 'Comedy', 'Romance']","Oct 10, 2017 to Dec 12, 2017",10.0,270085,368,1016.0,7.75,https://cdn.myanimelist.net/images/anime/3/87463.jpg,https://myanimelist.net/anime/36038/Net-juu_no_Susume,1551
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"After a long journey, Kino and Hermes finally arrive at their destination—a very beautiful and clean country with many skyscrapers. Unlike the other places they have visited so far, the country's landscape is a little peculiar. Although the countryside appears to be farmland, the area seems to be abandoned. Filled with old and damaged buildings, there is no sign of life. In contrast, the city is hidden within a mountain, confined under a fabricated sky that is generated by advanced technology. The highly developed city is focused on healthcare, practicing strict hygiene regulations and aiming to turn its citizens into the healthiest of people. 
 
However, despite being in a beautiful and clean environment, Kino cannot help but feel a sense of uneasiness. The town's air slightly contains a peculiar smell, and there are no birds to be seen flying in the skies, bringing a sense of mystery and dizziness to the scenery. After all, as an experienced traveler, Kino knows that looks can be deceiving and that the town may not be what they had initially expected. 
 
[Written by MAL Rewrite]","['Adventure', 'Drama', 'Fantasy']","Apr 21, 2007",1.0,36225,2309,1013.0,7.75,https://cdn.myanimelist.net/images/anime/8/73906.jpg,https://myanimelist.net/anime/2175/Kino_no_Tabi__The_Beautiful_World_-_Byouki_no_Kuni_-_For_You,2361
32491,Kanojo to Kanojo no Neko: Everything Flows,"For the longest time, it's just been the two of them. ""Kanojo"" and her cat Daru are inseparable, having grown up together. Now a junior in college, Tomoka—her roommate of a year and a half—moves out of their shared apartment, and in order to keep her living space, Kanojo must find a job. Day by day, Daru watches her continued efforts from a cat's-eye view, eagerly awaiting his owner's return. When she gets back, once again, it's just she and her cat. 
 
 Kanojo to Kanojo no Neko: Everything Flows  is a charming short series about the bond between a pet and his owner. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Psychological', 'Romance']","Mar 4, 2016 to Mar 25, 2016",4.0,77427,1390,1012.0,7.75,https://cdn.myanimelist.net/images/anime/9/79716.jpg,https://myanimelist.net/anime/32491/Kanojo_to_Kanojo_no_Neko__Everything_Flows,1966
15195,Hetalia: The Beautiful World,The fifth season of  Hetalia .,"['Comedy', 'Historical', 'Parody']","Jan 25, 2013 to Jun 21, 2013",20.0,52771,1834,1010.0,7.75,https://cdn.myanimelist.net/images/anime/12/46073.jpg,https://myanimelist.net/anime/15195/Hetalia__The_Beautiful_World,2405
